run_time_s,timestamp,config,num_users,actual_rpm,avg_response_time_ms,total_cpu,total_mem,Config from FM,Agg,GB1,GB2,Inven1,Inven2,Rev1,Rev2,Recom1,Recom2,Adv
1202.1,2025-06-09 01:43:58,41,24,504,1469.16,0.0699999999999999,1304600576.0,"41 = [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,0,0,1,0,1
1262.2,2025-06-09 01:44:58,41,28,488,1468.69,0.08,1304641536.0,"41 = [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,0,0,1,0,1
1322.3,2025-06-09 01:45:58,41,29,566,1468.22,0.09,1304924160.0,"41 = [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,0,0,1,0,1
1382.5,2025-06-09 01:46:58,41,31,590,1467.69,0.09,1305972736.0,"41 = [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,0,0,1,0,1
1442.6,2025-06-09 01:47:58,41,30,623,1467.2,0.09,1308147712.0,"41 = [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,0,0,1,0,1
1502.7,2025-06-09 01:48:58,41,31,607,1466.82,0.09,1308311552.0,"41 = [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,0,0,1,0,1
1562.8,2025-06-09 01:49:58,41,27,624,1466.52,0.09,1310330880.0,"41 = [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,0,0,1,0,1
1622.9,2025-06-09 01:50:58,41,24,543,1466.18,0.09,1312428032.0,"41 = [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,0,0,1,0,1
1683.0,2025-06-09 01:51:58,41,19,482,1465.98,0.09,1312710656.0,"41 = [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,0,0,1,0,1
1743.1,2025-06-09 01:52:59,41,18,386,1465.84,0.0699999999999999,1312579584.0,"41 = [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,0,0,1,0,1
60.0,2025-06-09 01:57:00,42,30,736,955.56,0.11,1318453248.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
120.1,2025-06-09 01:58:00,42,28,706,909.34,0.2,1322270720.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
180.2,2025-06-09 01:59:00,42,21,538,896.14,0.14,1099546624.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
240.3,2025-06-09 02:00:00,42,18,460,889.2,0.1100000000000000,1098727424.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
300.4,2025-06-09 02:01:00,42,20,426,885.02,0.09,1106018304.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
360.5,2025-06-09 02:02:00,42,20,500,881.37,0.08,1106386944.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
420.6,2025-06-09 02:03:00,42,20,512,878.66,0.0699999999999999,1106538496.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
480.7,2025-06-09 02:04:00,42,15,512,876.25,0.0699999999999999,1106489344.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
540.8,2025-06-09 02:05:00,42,15,381,874.87,0.0699999999999999,1106849792.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
600.9,2025-06-09 02:06:01,42,16,358,873.86,0.06,1107017728.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
660.9,2025-06-09 02:07:01,42,15,406,872.79,0.06,1107714048.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
721.1,2025-06-09 02:08:01,42,16,378,871.99,0.07,1104379904.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
781.1,2025-06-09 02:09:01,42,19,405,871.24,0.07,1106845696.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
841.2,2025-06-09 02:10:01,42,18,485,870.39,0.06,1106911232.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
901.3,2025-06-09 02:11:01,42,18,456,869.75,0.0699999999999999,1107132416.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
961.4,2025-06-09 02:12:01,42,18,456,869.21,0.06,1107025920.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1021.5,2025-06-09 02:13:01,42,20,456,868.69,0.06,1107247104.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1081.6,2025-06-09 02:14:01,42,20,511,868.13,0.06,1107316736.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1141.7,2025-06-09 02:15:01,42,25,513,867.68,0.06,1107636224.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1201.8,2025-06-09 02:16:01,42,24,633,867.15,0.08,1107316736.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1261.9,2025-06-09 02:17:02,42,28,614,866.71,0.08,1107648512.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1322.0,2025-06-09 02:18:02,42,29,707,866.26,0.08,1107607552.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1382.1,2025-06-09 02:19:02,42,31,741,865.79,0.08,1107890176.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1442.2,2025-06-09 02:20:02,42,30,787,865.45,0.09,1107738624.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1502.3,2025-06-09 02:21:02,42,31,763,865.15,0.0999999999999999,1107746816.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1562.4,2025-06-09 02:22:02,42,27,784,864.86,0.0999999999999999,1107767296.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1622.5,2025-06-09 02:23:02,42,24,677,864.56,0.08,1107767296.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1682.6,2025-06-09 02:24:02,42,19,603,864.38,0.08,1108045824.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
1742.6,2025-06-09 02:25:02,42,18,482,864.16,0.08,1107894272.0,"42 =  [GB2, Recom1, Inven1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,0,0,1,0,0
60.0,2025-06-09 02:29:02,43,30,650,1272.66,0.1400000000000000,1982390272.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
120.1,2025-06-09 02:30:02,43,28,629,1220.45,0.25,1992040448.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
180.3,2025-06-09 02:31:02,43,21,477,1205.54,0.18,1772040192.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
240.4,2025-06-09 02:32:02,43,18,403,1197.77,0.0999999999999999,1772584960.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
300.5,2025-06-09 02:33:02,43,20,383,1192.83,0.08,1772613632.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
360.7,2025-06-09 02:34:02,43,20,451,1188.6,0.09,1773195264.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
420.8,2025-06-09 02:35:03,43,20,452,1185.44,0.1100000000000000,1773293568.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
481.0,2025-06-09 02:36:03,43,15,449,1183.03,0.0999999999999999,1773400064.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
541.1,2025-06-09 02:37:03,43,14,336,1181.54,0.0899999999999999,1773338624.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
601.2,2025-06-09 02:38:03,43,16,315,1180.32,0.0699999999999999,1773715456.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
661.3,2025-06-09 02:39:03,43,15,358,1179.16,0.06,1773719552.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
721.5,2025-06-09 02:40:03,43,16,337,1178.1,0.0699999999999999,1773547520.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
781.6,2025-06-09 02:41:03,43,19,358,1177.19,0.07,1778212864.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
841.7,2025-06-09 02:42:03,43,18,428,1176.26,0.09,1781006336.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
901.9,2025-06-09 02:43:04,43,18,404,1175.41,0.07,1781698560.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
962.0,2025-06-09 02:44:04,43,18,404,1174.72,0.0799999999999999,1782112256.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1022.1,2025-06-09 02:45:04,43,20,403,1174.04,0.06,1782259712.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1082.3,2025-06-09 02:46:04,43,20,448,1173.44,0.0799999999999999,1782222848.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1142.4,2025-06-09 02:47:04,43,25,456,1172.79,0.0899999999999999,1782276096.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1202.6,2025-06-09 02:48:04,43,24,564,1172.06,0.09,1782599680.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1262.7,2025-06-09 02:49:04,43,28,544,1171.62,0.1100000000000000,1782366208.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1322.8,2025-06-09 02:50:05,43,29,630,1171.07,0.1200000000000000,1782685696.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1383.0,2025-06-09 02:51:05,43,31,658,1170.53,0.1200000000000000,1784557568.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1443.1,2025-06-09 02:52:05,43,30,695,1170.14,0.1200000000000000,1786699776.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1503.2,2025-06-09 02:53:05,43,31,681,1169.71,0.13,1786847232.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1563.4,2025-06-09 02:54:05,43,27,689,1169.4,0.13,1788862464.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1623.5,2025-06-09 02:55:05,43,24,603,1169.04,0.1200000000000000,1791246336.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1683.7,2025-06-09 02:56:05,43,19,534,1168.74,0.0999999999999999,1791123456.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
1743.8,2025-06-09 02:57:06,43,18,428,1168.52,0.1100000000000000,1791270912.0,"43 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Adv, Agg, GB]",1,0,1,1,0,1,0,0,1,1
60.0,2025-06-09 03:01:04,44,30,837,655.71,0.15,1798807552.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
120.1,2025-06-09 03:02:04,44,28,814,611.56,0.19,1800593408.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
180.3,2025-06-09 03:03:05,44,18,601,599.22,0.21,1570836480.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
240.4,2025-06-09 03:04:05,44,18,515,592.79,0.12,1571430400.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
300.5,2025-06-09 03:05:05,44,20,497,588.24,0.11,1577914368.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
360.6,2025-06-09 03:06:05,44,20,588,584.43,0.12,1577943040.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
420.7,2025-06-09 03:07:05,44,20,578,581.47,0.11,1577869312.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
480.8,2025-06-09 03:08:05,44,15,578,579.47,0.11,1578307584.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
541.0,2025-06-09 03:09:05,44,14,439,578.01,0.11,1578348544.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
601.1,2025-06-09 03:10:05,44,16,406,576.99,0.1100000000000000,1578315776.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
661.2,2025-06-09 03:11:06,44,15,458,575.99,0.11,1578373120.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
721.4,2025-06-09 03:12:06,44,16,432,574.96,0.09,1578782720.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
781.5,2025-06-09 03:13:06,44,19,464,574.13,0.0799999999999999,1579880448.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
841.6,2025-06-09 03:14:06,44,18,551,573.27,0.09,1580130304.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
901.7,2025-06-09 03:15:06,44,18,524,572.59,0.0999999999999999,1580097536.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
961.8,2025-06-09 03:16:06,44,18,522,572.07,0.1,1580511232.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1021.9,2025-06-09 03:17:06,44,20,521,571.61,0.1,1580167168.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1082.1,2025-06-09 03:18:06,44,20,584,570.95,0.11,1580220416.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1142.2,2025-06-09 03:19:07,44,25,586,570.53,0.1,1580560384.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1202.3,2025-06-09 03:20:07,44,24,723,570.04,0.11,1580797952.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1262.4,2025-06-09 03:21:07,44,28,709,569.58,0.11,1580961792.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1322.5,2025-06-09 03:22:07,44,29,821,569.15,0.14,1580871680.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1382.6,2025-06-09 03:23:07,44,31,846,568.85,0.15,1580924928.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1442.7,2025-06-09 03:24:07,44,30,896,568.59,0.16,1580949504.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1502.9,2025-06-09 03:25:07,44,31,875,568.33,0.1700000000000000,1580851200.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1563.0,2025-06-09 03:26:07,44,27,899,568.0,0.1700000000000000,1581260800.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1623.1,2025-06-09 03:27:07,44,24,783,567.81,0.15,1581223936.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1683.2,2025-06-09 03:28:08,44,19,690,567.6,0.13,1581473792.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
1743.4,2025-06-09 03:29:08,44,18,550,567.43,0.12,1582153728.0,"44 =  [GB2, Review, Inven1, Recom2, Rev1, Recom, BookInfo, Inven, Agg, GB]",1,0,1,1,0,1,0,0,1,0
60.0,2025-06-09 03:33:07,45,30,288,4575.63,0.14,1845395456.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
120.2,2025-06-09 03:34:07,45,28,320,4137.07,0.24,1851064320.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
180.3,2025-06-09 03:35:08,45,21,247,3987.21,0.21,1640353792.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
240.4,2025-06-09 03:36:08,45,18,212,3909.47,0.13,1642696704.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
300.6,2025-06-09 03:37:08,45,20,201,3860.22,0.13,1643008000.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
360.7,2025-06-09 03:38:08,45,20,234,3819.22,0.13,1643290624.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
420.9,2025-06-09 03:39:08,45,20,236,3788.87,0.13,1643401216.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
481.0,2025-06-09 03:40:08,45,15,237,3766.66,0.14,1643671552.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
541.2,2025-06-09 03:41:08,45,14,176,3752.42,0.12,1643446272.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
601.3,2025-06-09 03:42:09,45,16,164,3741.06,0.11,1645912064.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
661.4,2025-06-09 03:43:09,45,15,186,3730.98,0.09,1645789184.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
721.6,2025-06-09 03:44:09,45,16,178,3721.94,0.0999999999999999,1646428160.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
781.7,2025-06-09 03:45:09,45,19,189,3713.58,0.12,1646436352.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
841.8,2025-06-09 03:46:09,45,18,226,3705.16,0.12,1646948352.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
902.0,2025-06-09 03:47:09,45,18,210,3698.28,0.13,1645252608.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
962.1,2025-06-09 03:48:09,45,18,214,3692.55,0.13,1645051904.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1022.3,2025-06-09 03:49:10,45,20,213,3687.1,0.13,1645441024.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1082.4,2025-06-09 03:50:10,45,20,234,3682.69,0.13,1645199360.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1142.6,2025-06-09 03:51:10,45,25,237,3678.46,0.15,1645166592.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1202.7,2025-06-09 03:52:10,45,24,291,3675.09,0.14,1647632384.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1262.8,2025-06-09 03:53:10,45,28,281,3672.87,0.1700000000000000,1647702016.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1323.0,2025-06-09 03:54:10,45,29,324,3676.35,0.16,1649885184.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1383.1,2025-06-09 03:55:10,45,31,333,3682.13,0.2000000000000000,1655009280.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1443.3,2025-06-09 03:56:10,45,30,342,3693.18,0.1900000000000000,1653678080.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1503.4,2025-06-09 03:57:11,45,31,345,3698.96,0.21,1653743616.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1563.5,2025-06-09 03:58:11,45,27,350,3703.55,0.1900000000000000,1653858304.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1623.7,2025-06-09 03:59:11,45,24,307,3704.52,0.1900000000000000,1653612544.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1683.8,2025-06-09 04:00:11,45,19,276,3701.6,0.1700000000000000,1653719040.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
1744.0,2025-06-09 04:01:11,45,18,223,3698.41,0.15,1653731328.0,"45 = [GB2, Review, Inven1, Recom2, Recom, BookInfo, Inven, Adv, Agg, GB, Rev2]",1,0,1,1,0,0,1,0,1,1
